000660 SK 하이닉스
005380 현대차
005930 Samsung Electronics
005935 삼성 전자 우
012330 현대 모비스
015760 한국 전력
028260 삼성 물산
032830 삼성 생명
035420 네이버
090430 아모레 퍼시픽
